artist,role,text
Taylor Swift,singer,"Swift has influenced numerous music artists, and her albums have inspired a generation of singer-songwriters. Journalists praise her ability to reform industry practices, noting how her actions changed streaming policies, prompted awareness of intellectual property in new musicians, and reshaped ticketing models. Various sources deem Swift's music a paradigm representing the millennial generation; Vox and The Daily Telegraph likened her to Bruce Springsteen, and The Times named her ""the Bob Dylan of our age"". Swift earned the title Woman of the Decade (2010s) from Billboard, Artist of the Decade (2010s) at the American Music Awards, and Global Icon at the Brit Awards for her impact. Senior artists such as Madonna, Stevie Nicks, Jon Bon Jovi, Dolly Parton, and Elton John have praised her musicianship. Carole King regards Swift as her ""professional granddaughter"" and thanked Swift for ""carrying the torch forward"". Springsteen called her a ""tremendous"" writer, while Elvis Costello compared Swift's songwriting to that of Bob Dylan, and Billy Joel considered Swift the Beatles' successor. Britney Spears labeled Swift ""the most iconic pop woman of our generation""."
Taylor Swift,singer,=== Entrepreneurship ===
Taylor Swift,singer,"Media outlets describe Swift as a savvy businesswoman; in 2024, she topped Billboard's annual Power 100 ranking of the top music industry executives. Swift is known for her traditional album rollouts, consisting of a variety of promotional activities that Rolling Stone termed as an inescapable ""multimedia bonanza"". Easter eggs and cryptic teasers became a common practice in contemporary pop music because of Swift. Publications describe her discography as a music ""universe"" subject to analysis by fans, critics, and journalists. Swift maintains an active presence on social media and a close relationship with fans, to which many journalists attribute her success. Her in-house management team is called 13 Management."
Taylor Swift,singer,"Swift has endorsed many brands and businesses, having launched clothing lines with L.E.I. and Stella McCartney, designed American Greetings cards and Jakks Pacific dolls, released a number of fragrances with Elizabeth Arden, and signed multi-year deals with AT&T and Capital One. She was a spokesperson for the National Hockey League's Nashville Predators and Sony Cyber-shot digital cameras, and became the global ambassador for New York City in 2014 and Record Store Day in 2022."
Taylor Swift,singer,=== Social activism ===
Taylor Swift,singer,"Swift identifies as a pro-choice feminist, and is a founding signatory of the Time's Up movement against sexual harassment. Specifically, she criticized the US Supreme Court's decision to end federal abortion rights in 2022. Swift also advocates for LGBT rights, and has called for the passing of the Equality Act, which prohibits discrimination based on sex, sexual orientation, and gender identity. She performed during WorldPride NYC 2019 at the Stonewall Inn, a gay rights monument, and has donated to the LGBT organizations Tennessee Equality Project and GLAAD."
Taylor Swift,singer,"A supporter of the March for Our Lives movement and gun control reform in the US, Swift is a vocal critic of white supremacy, racism, and police brutality. Following the George Floyd protests, she donated to the NAACP Legal Defense and Educational Fund and the Black Lives Matter movement, called for the removal of Confederate monuments in Tennessee, and advocated for Juneteenth to become a national holiday. She has openly criticized president Donald Trump. In 2020, Swift urged her fans to check their voter registration ahead of elections, which resulted in 65,000 people registering to vote within one day of her post, and endorsed Joe Biden and Kamala Harris in the 2020 US presidential election. For the 2024 election, she endorsed Harris and Tim Walz."
Taylor Swift,singer,== Wealth and philanthropy ==
Taylor Swift,singer,"Swift became a billionaire in October 2023, becoming the world's first musician to achieve the status ""solely based on her songs and performances"". As of October 2024, Forbes estimates her net worth at $1.6 billion, making her the richest female musician in the world, and one of the wealthiest celebrities. Forbes had previously named her the annual top-earning female musician in 2016, 2019, 2021, and 2022. She was the highest-paid celebrity of 2016 with $170 million—a feat recognized by Guinness World Records as the highest annual earnings ever for a female musician, which she herself surpassed with $185 million in 2019. Overall, Swift was listed as the Forbes highest-paid female artist of the 2010s, earning $825 million. She has also developed a real estate portfolio worth $150 million as of 2023, with residential properties in Nashville, New York City, Los Angeles (Samuel Goldwyn Estate), and Rhode Island (High Watch)."
Taylor Swift,singer,"Swift ranked first on DoSomething's 2015 ""Gone Good"" list, having received the Star of Compassion from the Tennessee Disaster Services and the Big Help Award from the Nickelodeon Kids' Choice Awards for her ""dedication to helping others"" and ""inspiring others through action"". Especially early in her career, Swift donated to various relief funds following natural disasters. In 2009, she donated $100,000 to the Red Cross to help the victims of the Iowa flood of 2008. The same year, she performed at Sydney's Sound Relief concert, which raised money for those impacted by bushfires and flooding. In 2011, Swift used a dress rehearsal of her Speak Now tour as a benefit concert for victims of recent tornadoes in the US, raising more than $750,000. In response to the May 2010 Tennessee floods, she donated $500,000. In 2009, Swift sang at BBC's Children in Need concert and raised £13,000 for the cause. In 2016, she donated $1 million to Louisiana flood relief efforts and $100,000 to the Dolly Parton Fire Fund. Swift donated to food banks after Hurricane Harvey struck Houston in 2017. Swift donated $1 million for Tennessee tornado relief in 2020 and again in 2023, as well as $5 million toward the reliefs efforts after Hurricane Helene and Hurricane Milton in 2024."
Taylor Swift,singer,"Swift has also donated to cancer research. As recipient of the Academy of Country Music's Entertainer of the Year in 2011, Swift donated $25,000 to St. Jude Children's Research Hospital, Tennessee. In 2012, she participated in the Stand Up to Cancer telethon, performing the charity single ""Ronan"", which she wrote in memory of a four-year-old boy who died of neuroblastoma. She has also donated $100,000 to the V Foundation for Cancer Research and $50,000 to the Children's Hospital of Philadelphia. She has made donations to her fans several times for their medical or academic expenses. During the COVID-19 pandemic, Swift donated to the World Health Organization and Feeding America and supported independent record stores. Swift performed ""Soon You'll Get Better"" on the One World: Together At Home television special, a benefit concert curated by Lady Gaga for Global Citizen to raise funds for the World Health Organization's COVID-19 Solidarity Response Fund."
Taylor Swift,singer,"She is a supporter of the arts. A benefactor of the Nashville Songwriters Hall of Fame, Swift has donated $75,000 to Nashville's Hendersonville High School to help refurbish the school auditorium, $4 million to build a new education center at the Country Music Hall of Fame and Museum in Nashville, and $100,000 to the Nashville Symphony. In 2012, Swift partnered with Chegg for Good to donate $10,000 to the music departments of six US colleges. "
Taylor Swift,singer,"She has also provided one-off donations. In 2007, she partnered with the Tennessee Association of Chiefs of Police to launch a campaign to protect children from online predators. She has donated items to several charities for auction, including the UNICEF Tap Project and MusiCares. Swift has also encouraged young people to volunteer in their local communities as part of Global Youth Service Day. Also a promoter of children's literacy, she has donated money and books to schools around the country. In 2018 and 2021, Swift donated to the Rape, Abuse & Incest National Network in honor of Sexual Assault Awareness and Prevention Month. Swift donated to fellow singer-songwriter Kesha to help with her legal battles against Dr. Luke and to actress Mariska Hargitay's Joyful Heart Foundation."
Taylor Swift,singer,"During the Eras Tour, Swift donated to food banks in Florida, Arizona, and Las Vegas; she also directly employed local businesses throughout the tour and gave $197 million in bonus payments to her entire crew. In February 2024, she donated $100,000 to the family of a woman who died in a shooting at the Kansas City Chiefs' Super Bowl parade. In December 2024, a week before Christmas, Swift donated $250,000 to Operation Breakthrough. The funds were directed to workforce development, childcare, and early learning programs."
Taylor Swift,singer,== Discography ==
Taylor Swift,singer,== Filmography ==
Taylor Swift,singer,== Tours ==
Taylor Swift,singer,Fearless Tour (2009–2010)
Taylor Swift,singer,Speak Now World Tour (2011–2012)
Taylor Swift,singer,The Red Tour (2013–2014)
Taylor Swift,singer,The 1989 World Tour (2015)
Taylor Swift,singer,Reputation Stadium Tour (2018)
Taylor Swift,singer,The Eras Tour (2023–2024)
Taylor Swift,singer,== See also ==
Taylor Swift,singer,List of American Grammy Award winners and nominees
Taylor Swift,singer,List of highest-certified music artists in the United States
Taylor Swift,singer,== Footnotes ==
Taylor Swift,singer,== References ==
Taylor Swift,singer,=== Cited literature ===
Taylor Swift,singer,== External links ==
Taylor Swift,singer,Official website 
Taylor Swift,singer,Taylor Swift at AllMusic 
Taylor Swift,singer,Taylor Swift at Amazon Music
Taylor Swift,singer,Taylor Swift discography at Discogs 
Taylor Swift,singer,Taylor Swift at IMDb 
Taylor Swift,singer,Taylor Swift discography at MusicBrainz
The Weeknd,singer,"Abel Makkonen Tesfaye (Amharic: አቤል መኮንን ተስፋዬ; born February 16, 1990), known professionally as the Weeknd, is a Canadian singer-songwriter and actor. His accolades include four Grammy Awards, 20 Billboard Music Awards, 22 Juno Awards, six American Music Awards, three MTV Video Music Awards, a Latin Grammy Award and nominations for an Academy Award and a Primetime Emmy Award."
The Weeknd,singer,"Tesfaye began releasing music anonymously in 2009. After co-founding the record label XO, he released three mixtapes—House of Balloons, Thursday, and Echoes of Silence—in 2011, and gained recognition for his blend of contemporary and alternative R&B, as well as the mystery surrounding his identity. He signed with Republic Records to reissue the mixtapes into the compilation album Trilogy (2012), and release his debut studio album, Kiss Land (2013) the following year. After a string of collaborations and film soundtrack contributions from 2013 and 2014, Tesfaye transitioned from alternative R&B to a pop sound with his second and third studio albums, Beauty Behind the Madness (2015) and Starboy (2016), both of which debuted atop the US Billboard 200, spawning the US Billboard Hot 100 number-one singles ""Can't Feel My Face"", ""The Hills"", ""Starboy"", and ""Die for You"" (the latter following a remix with American singer Ariana Grande)."
The Weeknd,singer,"He returned to alternative R&B for his debut extended play, My Dear Melancholy (2018), which included the US top-ten single ""Call Out My Name"". He explored the dream-pop and new wave genres with his fourth studio album, After Hours (2020), which spawned the chart-topping singles ""Heartless"", ""Save Your Tears"" (also a remix with Ariana Grande), as well as ""Blinding Lights"", which became the best-performing song in the Billboard Hot 100's history and the longest-charting song at the time. Tesfaye began exploring dance-pop, leading to his fifth album, Dawn FM (2022), which included the US top-ten  single, ""Take My Breath"". In 2023, he co-created and starred in the HBO drama series The Idol, which was a critical failure, while its accompanying soundtrack saw commercial success. His sixth album, Hurry Up Tomorrow (2025), yielded the US top-five single, ""Timeless""."
The Weeknd,singer,"Tesfaye has sold over 75 million records, making him one of the world's best-selling artists. He has earned seven diamond-certifications from the Recording Industry Association of America (RIAA) for his singles, and is the first artist to simultaneously hold the top three spots on the Hot R&B/Hip-Hop Songs chart. He has also set the record for most songs to have over 1 billion streams on Spotify (27), with ""Blinding Lights"" being the most-streamed song in the app's history. Tesfaye was listed by Time as one of the world's most influential people in 2020, and was dubbed the ""world's most popular artist"" by Guinness World Records in 2023. An advocate for racial equality and food security, he was appointed a World Food Programme goodwill ambassador in 2021. He has donated millions to causes related to racial equality, food security, and disaster relief, including substantial contributions to COVID-19 relief efforts and the Ethiopian humanitarian crisis."
The Weeknd,singer,== Life and career ==
The Weeknd,singer,=== Early life ===
The Weeknd,singer,"Abel Makkonen Tesfaye was born on February 16, 1990, in Toronto, Ontario, Canada. The only child of Ethiopian immigrants Makkonen Tesfaye and Samrawit Hailu, who separated shortly after his birth, he was raised in the suburb of Scarborough by his mother and grandmother. Tesfaye's patronymic is spelled ""Makkonen"" instead of the traditional Ethiopian name ""Makonnen"". The similarity with the Finnish surname Makkonen is pure coincidence. The spelling of Tesfaye's patronymic might be the result of a typographic error or a new form of the traditional name. Tesfaye is proficient in Amharic, his native language acquired from his grandmother, and is also fluent in French, as he attended a French immersion school. He was further educated at West Hill Collegiate Institute and Birchmount Park Collegiate Institute."
The Weeknd,singer,"At seventeen, Tesfaye dropped out of school and relocated to an apartment in the neighbourhood of Parkdale with two friends, one of whom is La Mar Taylor—his best friend and now creative director. Living a hedonistic lifestyle with his friends, Tesfaye adopted his stage name because he left home on a weekend. He removed the last 'e' in 'weekend' to avoid trademark issues with the Canadian pop rock band the Weekend. He has also experienced homelessness and was incarcerated on several occasions during this time, which encouraged him to ""smarten up, to focus"". During this time, Tesfaye frequently engaged in drug use, including substances such as ketamine, cocaine, MDMA, magic mushrooms, and cough syrup, stating that drugs were a ""crutch"" for him when he wrote music. Before releasing music under his current stage name, he went under the alias ""Kin Kane"", as part of a hip-hop duo called ""Bulleez n Nerdz"", and was part of a production team called 'the Noise'."
The Weeknd,singer,=== 2009–2014: Trilogy and Kiss Land ===
The Weeknd,singer,"In August 2009, Tesfaye began anonymously releasing music on YouTube. The following year, he met the producer Jeremy Rose at a party. Rose asked Tesfaye if he wanted to work together as a dark R&B project after hearing him freestyle over an instrumental. After creating multiple songs and parting ways due to creative differences, Tesfaye was allowed to use the songs they made together under the condition that Rose received production credits. In December 2010, Tesfaye uploaded ""What You Need"", ""Loft Music"" and ""The Morning"" to YouTube under the username ""xoxxxoooxo"". His identity remained undisclosed initially. These songs gained attention online and were later acknowledged in a blog post by the rapper Drake. The songs subsequently received coverage from various media outlets, including Pitchfork and The New York Times."
The Weeknd,singer,"In 2011, Tesfaye met music executives Wassim ""Sal"" Slaiby and Amir ""Cash"" Esmailian, with whom, along with Taylor, he founded the XO record label. On March 21, Tesfaye released his debut mixtape, House of Balloons, which featured production from Illangelo and Doc McKinney. The mixtape also included tracks produced by Rose, although he did not receive production credits. House of Balloons was named as one of the ten shortlisted nominees for the 2011 Polaris Music Prize."
The Weeknd,singer,"Tesfaye started working with Drake in May 2011, eventually earning a spot at the latter's OVO Fest on July 31. In July 2011, Tesfaye held his first live performance at the Mod Club Theatre in Toronto.  He also participated in concerts hosted by the Black Student Association at the University of Toronto. On August 18, Tesfaye released his second mixtape, Thursday, which garnered usually positive reviews. Tesfaye contributed to four songs on Drake's second studio album, Take Care, released on November 15, as a songwriter, producer and a featured artist on the album's seventh single, ""Crew Love"". He released his third mixtape, Echoes of Silence, on December 21. It was a longlisted nominee for the 2012 Polaris Music Prize."
The Weeknd,singer,"In April 2012, Tesfaye began performing at more shows, such as the Coachella Festival, and two sold-out shows at the Bowery Ballroom in New York City. He also performed at various European festivals, such as Primavera Sound in Spain and Portugal and the Wireless Festival in the United Kingdom. In September, Tesfaye signed with Republic Records; XO was assumed as a subsidiary label. That same month, he embarked on his first concert tour, the Fall Tour, which included his own headlining shows and some opening shows for the English band Florence and the Machine. The tour was performed in North America in September to November 2012."
The Weeknd,singer,"On November 13, 2012, Tesfaye released Trilogy, a compilation album comprising re-mixed and remastered versions of his 2011 mixtapes, and three additional tracks. The album debuted at number four on the US Billboard 200 with first-week sales of 86,000 copies, and has received platinum certifications from the Recording Industry Association of America (RIAA) and double-platinum from Music Canada. It also earned Tesfaye a nomination for the Sound of 2013 poll award by BBC."
The Weeknd,singer,"On May 17, 2013, Tesfaye released the title track to his debut studio album, Kiss Land and announced the album's release date of September 10. Upon its release, the album debuted at number two on the Billboard 200 with 96,000 copies and received generally positive reviews from music critics. Tesfaye further promoted the album with a fall tour that occurred in North America and England in September to November 2013. Between November 6 and 13, he served as an opening act for Justin Timberlake during The 20/20 Experience World Tour. He also contributed two songs to the soundtrack for the 2013 film The Hunger Games: Catching Fire, ""Devil May Cry"" and the soundtrack's second single, ""Elastic Heart"" with Sia and Diplo."
The Weeknd,singer,"In February 2014, Tesfaye released a remix of ""Drunk in Love"" from Beyoncé's eponymous studio album, and Ty Dolla Sign's ""Or Nah"". He announced the King of the Fall Tour in June 2014, a 4-city tour of North America between September and October and was supported by Schoolboy Q and Jhené Aiko. In promotion of the tour, he released the songs ""King of the Fall"" and ""Often"" in July of that year. On August 25, Tesfaye collaborated with Ariana Grande on the song ""Love Me Harder"" from Grande's second studio album My Everything. It was later released on September 30 as the fourth single from the album, and peaked at number seven on the Billboard Hot 100. On December 23, Tesfaye released the song ""Earned It"" from the soundtrack for Fifty Shades of Grey (2015). The single, which peaked at number three on the Billboard Hot 100, earned Tesfaye his first Academy Award nomination for Best Original Song. The song won Best R&B Performance and was nominated for Best R&B Song and Best Song Written for Visual Media at the 58th Annual Grammy Awards."
The Weeknd,singer,=== 2015–2016: Beauty Behind the Madness ===
The Weeknd,singer,"On May 27, 2015, Tesfaye released the second single from Beauty Behind the Madness, ""The Hills"". The single debuted at number twenty on the Billboard Hot 100, and peaked at number one, becoming Tesfaye's second number-one single, following ""Can't Feel My Face"", which had reached the number one position before it. In June 2019, ""The Hills"" was certified diamond by the RIAA, marking Tesfaye's first diamond-certified record."
The Weeknd,singer,"In June 2015, after winning the Centric Award at the BET Awards, Tesfaye performed ""Earned It"" with Alicia Keys. On June 8, he released the song ""Can't Feel My Face"" as the album's third single. The track was previously leaked in May, but was released as a single following a performance by Tesfaye at the Apple Worldwide Developers Conference. The single debuted at number twenty-four on the Billboard Hot 100, and peaked at number one, making it Tesfaye's third top 10 hit and his first number-one song in the United States. The song was nominated for Record of the Year and Best Pop Solo Performance at the 58th Annual Grammy Awards. He occupied all three slots on Billboard's Hot R&B/Hip-Hop Songs chart simultaneously with the aforementioned singles, becoming the first artist in history to accomplish this. He was also unveiled as one of the musical faces of the streaming service Apple Music, alongside Drake. During the 2015 MTV Video Music Awards, Apple debuted a two-part promotional commercial featuring Tesfaye, which had a guest appearance from John Travolta. In July, Tesfaye headlined the inaugural FVDED in the Park festival in Surrey, British Columbia. On June 29, Tesfaye was featured on Meek Mill's second studio album Dreams Worth More Than Money (2015), on the track ""Pullin' Up""."
The Weeknd,singer,"Beauty Behind the Madness, Tesfaye's second studio album, was released on August 28, 2015, and debuted atop the Billboard 200, earning 412,000 album-equivalent units in its first week. It reached the top 10 in over ten countries and reached number one in Canada, Australia, Norway, and the United Kingdom. The album was promoted by Tesfaye headlining various summer music festivals, including Lollapalooza, the Hard Summer Music Festival, and the Bumbershoot Festival. He announced The Madness Fall Tour, his first large-scale tour across the United States, which began in November, and concluded in December. The album was certified double platinum in the U.S., and sold 1.5 million copies worldwide. It was the most-streamed album in 2015, with over 60 million streams, and was ranked on multiple lists of albums of the year. The three singles that preceded the album were certified platinum in the United States. The album won Best Urban Contemporary Album and was nominated for Album of the Year at the 58th Annual Grammy Awards."
The Weeknd,singer,"On September 4, 2015, Tesfaye was featured on Travis Scott's debut album Rodeo, on the track ""Pray 4 Love"". On October 10, Tesfaye appeared on Saturday Night Live alongside actress Amy Schumer, performing as the show's musical guest. This was his first performance on the show as a solo artist, after appearing with Ariana Grande to perform ""Love Me Harder"". In November, he began his debut arena tour, The Madness Fall Tour, which included shows at Toronto's Air Canada Centre and New York City's Madison Square Garden. On December 18, Tesfaye was featured on Belly's single ""Might Not"" from his eighth mixtape Up For Days."
The Weeknd,singer,"On February 14, 2016, Tesfaye was featured on Kanye West's seventh studio album The Life of Pablo on the track ""FML"". It marked their second collaboration, with West previously writing and producing on Tesfaye's track ""Tell Your Friends"" from Beauty Behind the Madness. On March 1, Tesfaye was featured on Future's single ""Low Life"" from his fourth studio album Evol. On April 23, he was featured on Beyoncé's sixth studio album Lemonade on the track ""6 Inch"". On August 26, Tesfaye was featured on Cashmere Cat's single ""Wild Love"" with Francis and the Lights, which served as the lead single from Cashmere Cat's debut studio album 9 (2017)."
The Weeknd,singer,"=== 2016–2019: Starboy and My Dear Melancholy, ==="
The Weeknd,singer,"In September 2016, Tesfaye announced that his third studio album, Starboy, would be released on November 25, and included collaborations with now-disbanded French electronic music duo Daft Punk. He released the album's title track, which featured the duo on September 21. The song debuted at number 40 on the Billboard Hot 100, and peaked at number one, making it Tesfaye's third number-one single. As of March 2023, the song is certified Diamond by the RIAA. Their second collaboration, ""I Feel It Coming"" was released on November 24. The single peaked at number four on the Billboard Hot 100. On October 1, Tesfaye made a second appearance on Saturday Night Live as the musical guest alongside actress Margot Robbie. During the show, he performed ""Starboy"" and ""False Alarm"". On November 23, he released the short film M A N I A. Directed by Grant Singer, it featured excerpts from the album, including snippets from ""All I Know"" featuring Future, ""Sidewalks"" featuring Kendrick Lamar, ""Secrets"" and ""Die for You"". Upon release, the album debuted at number one on the U.S. Billboard 200 with 348,000 units, making it Tesfaye's second consecutive number-one album. As of January 2019, the album is certified triple platinum by the RIAA. The album won Best Urban Contemporary Album at the 60th Annual Grammy Awards, making it Tesfaye's second win in the category."
The Weeknd,singer,"On February 17, 2017, the Weeknd began his fifth concert tour, called Starboy: Legend of the Fall Tour. The tour was in support of his third studio album Starboy (2016) and concluded on December 14, 2017. He visited the continents Europa, North- and South America and Oceania. On February 15, 2017, Tesfaye was featured on Nav's commercial debut single ""Some Way"", which also served as the lead single from his self-titled mixtape. On February 24, he appeared on Future's sixth studio album Hndrxx, on the song ""Comin Out Strong"". On April 19, Tesfaye appeared on the title track and second single from Lana Del Rey's fifth studio album. On August 15, he was featured on French Montana's track ""A Lie"", the third single from his second studio album Jungle Rules. He then appeared on the Virgil Abloh-directed music video for Lil Uzi Vert's ""XO Tour Llif3"" alongside Nav. He was later featured on Lil Uzi Vert's debut album Luv Is Rage 2 on the track ""UnFazed"" and on Gucci Mane's eleventh studio album Mr. Davis on the track ""Curve""."
The Weeknd,singer,"On February 2, 2018, Tesfaye contributed to the soundtrack for Black Panther on the song ""Pray for Me"" with Kendrick Lamar. The track served as the third single from the soundtrack, and peaked at number seven on the Billboard Hot 100."
The Weeknd,singer,"On March 30, 2018, Tesfaye released his debut extended play My Dear Melancholy, after news of the project were teased and leaked. The EP debuted at number one on the Billboard 200 with 169,000 units, making it Tesfaye's third consecutive number-one album and the shortest album, by track count, to top the chart in eight years. On April 6, Tesfaye released the EP's lead single ""Call Out My Name"", which peaked at number four on the Billboard Hot 100. On April 13, he headlined the Coachella Valley Music and Arts Festival for the first time. He appeared in multiple festivals throughout 2018 to support the EP, most notably the Mawazine Festival in Morocco, Lollapalooza in both Chicago and Berlin, and a post-race concert at the Abu Dhabi Grand Prix."
The Weeknd,singer,"On June 6, 2018, Tesfaye announced his new Apple Music 1 radio show Memento Mori. The first episode was released two days later. He would later feature on two tracks from Travis Scott's third studio album, Astroworld, which were ""Skeletons"" and ""Wake Up"" on August 3, 2018. On November 21, he released his first greatest hits album The Weeknd in Japan. In support of the album and his EP My Dear Melancholy, he began his sixth concert tour, the Weeknd Asia Tour, a six-show tour of Asia during November and December. On January 11, 2019, Tesfaye was featured on Gesaffelstein's song ""Lost in the Fire"", the second single from his second studio album Hyperion. On April 18, he released ""Power Is Power"" with SZA and Travis Scott, the lead single from the Game of Thrones-inspired soundtrack."
The Weeknd,singer,=== 2019–2023: After Hours and Dawn FM ===
The Weeknd,singer,"On November 24, 2019, Tesfaye teased his single ""Blinding Lights"" through a Mercedes-Benz commercial. On November 27, he released ""Heartless"" as the lead single from his fourth studio album. The song debuted at number thirty-two on the Billboard Hot 100 and peaked at number one, making it Tesfaye's fourth number-one single. ""Blinding Lights"" was released two days after the release of ""Heartless"" on November 29. The single debuted at number eleven on the Billboard Hot 100 and peaked at number one, making it Tesfaye's fifth number-one single. ""Blinding Lights"" would then go on to become the first song in the chart's history to hold a spot in the top ten for an entire year. It also became the longest charting song by a solo artist on the Hot 100 at 90 weeks, ending the week of September 11, 2021. On November 23, 2021, ""Blinding Lights"" was ranked as the #1 Greatest Hot 100 Hit of All Time by Billboard, surpassing ""The Twist"" by Chubby Checker. On January 1, 2023, it became the most streamed song on Spotify with 3.3 billion streams."
The Weeknd,singer,"On February 19, 2020, Tesfaye revealed that his fourth studio album would be titled After Hours, and would be released on March 20. He also released the album's title track as a promotional single. On March 7, he made his third appearance as a musical guest on Saturday Night Live, alongside actor Daniel Craig. On the show, he performed ""Blinding Lights"" and debuted the track ""Scared to Live"". Tesfaye released the album's third single ""In Your Eyes"" on March 24. The track peaked at number sixteen on the Billboard Hot 100."
The Weeknd,singer,"Upon release, After Hours debuted atop the Billboard 200, earning 444,000 units, marking Tesfaye's fourth consecutive number-one album. It became the most streamed R&B album of all time, surpassing Tesfaye's own Starboy. In the album's first charting week, Tesfaye also became the first artist to lead the Billboard 200, Billboard Hot 100, Billboard Artist 100, Hot 100 Songwriters and Hot 100 Producers charts simultaneously, and repeated his lead the following week. The deluxe version of After Hours was released on March 29, 2020, and contained the tracks ""Nothing Compares"", ""Missed You"" and ""Final Lullaby""."
The Weeknd,singer,"On August 7, 2020, Tesfaye was featured on the late Juice Wrld's single ""Smile"" from his first posthumous album Legends Never Die. On August 28, he was featured on Calvin Harris' single ""Over Now"". On October 30, Tesfaye appeared on Ariana Grande's song ""Off the Table"" from her sixth studio album Positions. On the same day, he appeared on Oneohtrix Point Never's track ""No Nightmares"" from his ninth studio album Magic Oneohtrix Point Never, which he also executive produced with OPN. On November 5, he appeared on the remix of Maluma's ""Hawái"", was nominated for Best Urban Fusion/Performance at the 22nd Annual Latin Grammy Awards. On December 10, he performed at iHeartRadio's Jingle Ball. On February 5, 2021, Tesfaye released his second greatest hits album The Highlights. The album debuted at number two on the US Billboard 200, making it Tesfaye's highest charting compilation album and the biggest first week debut for a greatest hits album since Fully Loaded: God's Country (2019).Tesfaye headlined the Super Bowl LV halftime show on February 7, 2021, becoming the first Canadian solo artist to headline the show. He reportedly spent US$7 million of his own money on the Super Bowl performance. Reviews of the performance were generally positive. The show resulted in a surge in streaming and downloads for Tesfaye's After Hours album as well as for the seven other songs he performed. The halftime show earned three nominations at the 73rd Primetime Emmy Awards: Outstanding Variety Special (Live), Outstanding Lighting Design/Lighting Direction for a Variety Special, and Outstanding Technical Direction, Camerawork, Video Control for a Special."
The Weeknd,singer,"Over 2021, Tesfaye reissued his three mixtapes in its authentic form with the original mixes and samples to celebrate the tenth anniversary of their release, with House of Balloons coming first in March 2021. Thursday's reissue followed in August 2021, and in December, Echoes of Silence was reissued."
The Weeknd,singer,"On April 23, Tesfaye released a remix of ""Save Your Tears"" with Ariana Grande, marking their third collaboration. The remix launched the song to the top of the Billboard Hot 100 on the chart dated May 8, 2021, becoming both artists' sixth number one hit. He later began to tease new music in the same month. When asked about a new album during an interview with Variety, he explained that ""if the last record is the After Hours of the night, then The Dawn is coming"". On May 11, Tesfaye performed ""Save Your Tears"" at the Brit Awards. He also accepted his first Brit Award for International Male Solo Artist, which was presented to him by former first lady of the United States Michelle Obama. On May 24, Tesfaye performed ""Save Your Tears"" at the Billboard Music Awards. He was nominated for a record sixteen awards, and won ten, including Top Artist and Top Hot 100 Song. When accepting his awards, Tesfaye continued to tease new music by saying ""the After Hours are done, and The Dawn is coming"". On May 28, he performed the remix of ""Save Your Tears"" at the iHeartRadio Music Awards with Ariana Grande. On June 25, Tesfaye appeared on Doja Cat's single ""You Right"" from her third studio album Planet Her. On July 22, he appeared on Belly's single ""Better Believe"" with Young Thug from his third studio album See You Next Wednesday."
The Weeknd,singer,"On August 2, 2021, Tesfaye released a snippet of new music on social media. He appeared on the cover of the September 2021 issue of GQ, marking the magazine's first global publication. Then, in a collaboration with NBC Sports and the 2020 Summer Olympics, Tesfaye announced the single ""Take My Breath"", which was released on August 6. Later that month, he appeared on Kanye West's tenth studio album Donda on the track ""Hurricane"", which won Best Melodic Rap Performance at the 64th Annual Grammy Awards."
The Weeknd,singer,"On October 4, 2021, during an episode of Memento Mori, Tesfaye revealed that his fifth studio album was complete and that he was waiting on a ""couple characters that are key to the narrative."" On October 18, Tesfaye announced that his upcoming tour, originally titled the After Hours Tour, would be held entirely in stadiums due to arena constraints and was scheduled to commence in July 2022. The tour was renamed as the After Hours til Dawn Tour, and would incorporate elements from his fourth and fifth studio albums."
The Weeknd,singer,"On October 22, 2021, Tesfaye appeared on Swedish House Mafia's single ""Moth to a Flame"" from their debut studio album Paradise Again. On November 5, he appeared on Post Malone's single ""One Right Now"" from his fourth studio album Twelve Carat Toothache. On November 11, he was featured on Rosalía's single ""La Fama"" from her third studio album Motomami. On December 16, Tesfaye was featured on FKA Twigs' single ""Tears in the Club"" from her debut mixtape Caprisongs. The next day, on December 17, he was featured on Aaliyah's single ""Poison"" from her posthumous album Unstoppable."
The Weeknd,singer,"Tesfaye released his fifth studio album Dawn FM on January 7, 2022. Upon release, the album debuted at number two on the Billboard 200 with 148,000 units, marking Tesfaye's eighth top ten entry and his second non-consecutive album to debut at number two. He also broke the record for the most simultaneous entries for a male soloist on the Billboard Global 200, with twenty-four songs on the chart. In addition to ""Take My Breath"", Dawn FM was supported by the singles ""Sacrifice"" and ""Out of Time"". February 26, Tesfaye premiered The Dawn FM Experience, a television music special in partnership with Amazon Prime Video."
The Weeknd,singer,"On March 20, the Weeknd played in an episode of the cartoon The Simpsons. On April 18, he headlined the Coachella Valley Music and Arts Festival for the second time, performing alongside Swedish House Mafia. On July 26, 2022, the Weeknd announced that he would host a haunted house at Universal Studios Florida and Hollywood, as part of Universal's Halloween Horror Nights hosted every Halloween. Tesfaye appeared on the song ""Creepin'"" from Metro Boomin's album, Heroes & Villains, on December 2, 2022. His song ""Nothing Is Lost (You Give Me Strength)"", made for the film Avatar: The Way of Water's official soundtrack, was released on December 16, 2022."
