annual_inc,issue_d
55000,2018-10-01
20544,2018-10-01
65000,2018-10-01
58800,2018-10-01
208000,2018-10-01
98000,2018-10-01
100000,2018-10-01
48000,2018-10-01
50000,2018-10-01
66000,2018-10-01
25500,2018-10-01
100000,2018-10-01
73000,2018-10-01
68000,2018-10-01
28000,2018-10-01
26000,2018-10-01
40000,2018-10-01
40000,2018-10-01
110000,2018-10-01
52000,2018-10-01
25000,2018-10-01
32000,2018-10-01
40000,2018-10-01
103999,2018-10-01
920000,2018-10-01
75000,2018-10-01
125000,2018-10-01
75000,2018-10-01
18000,2018-10-01
77000,2018-10-01
89000,2018-10-01
32000,2018-10-01
74400,2018-10-01
160000,2018-10-01
53000,2018-10-01
125000,2018-10-01
48000,2018-10-01
57000,2018-10-01
40000,2018-10-01
27000,2018-10-01
70000,2018-10-01
85000,2018-10-01
85000,2018-10-01
55000,2018-10-01
42000,2018-10-01
25000,2018-10-01
450000,2018-10-01
113000,2018-10-01
316611,2018-10-01
26000,2018-10-01
145000,2018-10-01
110000,2018-10-01
65000,2018-10-01
26000,2018-10-01
58597,2018-10-01
55000,2018-10-01
48000,2018-10-01
49400,2018-10-01
92000,2018-10-01
124800,2018-10-01
60000,2018-10-01
37656,2018-10-01
27560,2018-10-01
85000,2018-10-01
140000,2018-10-01
100000,2018-10-01
51000,2018-10-01
90000,2018-10-01
36500,2018-10-01
40000,2018-10-01
78000,2018-10-01
55000,2018-10-01
140000,2018-10-01
182000,2018-10-01
130000,2018-10-01
120000,2018-10-01
28000,2018-10-01
60000,2018-10-01
114000,2018-10-01
65000,2018-10-01
27000,2018-10-01
84000,2018-10-01
100000,2018-10-01
120000,2018-10-01
26000,2018-10-01
46000,2018-10-01
56000,2018-10-01
50000,2018-10-01
50000,2018-10-01
55000,2018-10-01
70000,2018-10-01
62000,2018-10-01
80000,2018-10-01
110000,2018-10-01
70000,2018-10-01
65000,2018-10-01
51000,2018-10-01
225000,2018-10-01
250000,2018-10-01
60000,2018-10-01
80000,2018-10-01
45000,2018-10-01
95000,2018-10-01
143000,2018-10-01
75000,2018-10-01
49000,2018-10-01
46000,2018-10-01
365000,2018-10-01
90000,2018-10-01
102000,2018-10-01
38000,2018-10-01
60000,2018-10-01
36000,2018-10-01
97649,2018-10-01
53000,2018-10-01
25000,2018-10-01
4000,2018-10-01
91757,2018-10-01
31000,2018-10-01
92000,2018-10-01
16300,2018-10-01
25000,2018-10-01
108000,2018-10-01
36000,2018-10-01
159000,2018-10-01
85000,2018-10-01
45000,2018-10-01
60000,2018-10-01
40000,2018-10-01
85000,2018-10-01
110000,2018-10-01
26708,2018-10-01
50000,2018-10-01
58000,2018-10-01
83000,2018-10-01
85782,2018-10-01
67000,2018-10-01
101000,2018-10-01
119000,2018-10-01
27000,2018-10-01
100000,2018-10-01
90000,2018-10-01
79400,2018-10-01
60000,2018-10-01
98000,2018-10-01
43745,2018-10-01
66000,2018-10-01
17316,2018-10-01
35000,2018-10-01
125000,2018-10-01
92500,2018-10-01
41000,2018-10-01
48000,2018-10-01
72000,2018-10-01
27000,2018-10-01
35000,2018-10-01
250000,2018-10-01
29010,2018-10-01
47000,2018-10-01
14100,2018-10-01
50000,2018-10-01
48000,2018-10-01
118000,2018-10-01
104000,2018-10-01
36000,2018-10-01
25000,2018-10-01
85000,2018-10-01
48000,2018-10-01
108748,2018-10-01
47292,2018-10-01
90000,2018-10-01
105885,2018-10-01
45000,2018-10-01
95000,2018-10-01
140000,2018-10-01
24650,2018-10-01
103900,2018-10-01
38335,2018-10-01
70000,2018-10-01
250000,2018-10-01
68000,2018-10-01
120000,2018-10-01
52200,2018-10-01
50000,2018-10-01
18000,2018-10-01
95000,2018-10-01
80000,2018-10-01
40000,2018-10-01
120000,2018-10-01
55000,2018-10-01
62400,2018-10-01
44500,2018-10-01
80000,2018-10-01
106000,2018-10-01
85000,2018-10-01
35000,2018-10-01
132200,2018-10-01
43000,2018-10-01
63000,2018-10-01
72000,2018-10-01
90000,2018-10-01
100000,2018-10-01
30000,2018-10-01
84000,2018-10-01
85000,2018-10-01
34800,2018-10-01
54000,2018-10-01
118000,2018-10-01
52000,2018-10-01
60000,2018-10-01
350000,2018-10-01
46000,2018-10-01
156000,2018-10-01
30000,2018-10-01
39500,2018-10-01
223000,2018-10-01
56000,2018-10-01
120000,2018-10-01
40000,2018-10-01
31000,2018-10-01
50000,2018-10-01
47605,2018-10-01
52000,2018-10-01
119000,2018-10-01
115000,2018-10-01
40000,2018-10-01
46000,2018-10-01
140000,2018-10-01
68000,2018-10-01
60000,2018-10-01
14052,2018-10-01
75000,2018-10-01
39000,2018-10-01
100000,2018-10-01
19000,2018-10-01
30000,2018-10-01
45000,2018-10-01
86000,2018-10-01
60000,2018-10-01
35000,2018-10-01
30000,2018-10-01
55000,2018-10-01
38000,2018-10-01
108832,2018-10-01
160000,2018-10-01
40000,2018-10-01
64000,2018-10-01
51180,2018-10-01
38000,2018-10-01
54000,2018-10-01
75000,2018-10-01
70000,2018-10-01
73222,2018-10-01
60000,2018-10-01
41392,2018-10-01
98000,2018-10-01
84400,2018-10-01
80000,2018-10-01
47000,2018-10-01
110000,2018-10-01
35000,2018-10-01
130000,2018-10-01
70000,2018-10-01
91000,2018-10-01
71000,2018-10-01
30000,2018-10-01
34000,2018-10-01
50000,2018-10-01
11000,2018-10-01
36000,2018-10-01
51000,2018-10-01
72000,2018-10-01
36000,2018-10-01
95088,2018-10-01
35000,2018-10-01
26000,2018-10-01
17000,2018-10-01
14000,2018-10-01
135000,2018-10-01
50000,2018-10-01
39000,2018-10-01
40000,2018-10-01
42000,2018-10-01
60000,2018-10-01
98000,2018-10-01
125000,2018-10-01
54600,2018-10-01
85000,2018-10-01
46000,2018-10-01
62000,2018-10-01
24000,2018-10-01
57000,2018-10-01
98353,2018-10-01
30000,2018-10-01
130000,2018-10-01
23289,2018-10-01
42000,2018-10-01
91000,2018-10-01
7200,2018-10-01
200000,2018-10-01
31500,2018-10-01
150000,2018-10-01
25000,2018-10-01
33000,2018-10-01
24000,2018-10-01
50000,2018-10-01
26000,2018-10-01
60000,2018-10-01
60000,2018-10-01
85000,2018-10-01
15000,2018-10-01
27000,2018-10-01
36622,2018-10-01
50000,2018-10-01
21000,2018-10-01
39673,2018-10-01
65000,2018-10-01
85000,2018-10-01
108670,2018-10-01
62000,2018-10-01
40000,2018-10-01
75000,2018-10-01
64480,2018-10-01
72000,2018-10-01
92000,2018-10-01
60000,2018-10-01
40000,2018-10-01
47500,2018-10-01
90000,2018-10-01
23000,2018-10-01
48000,2018-10-01
84000,2018-10-01
80000,2018-10-01
206000,2018-10-01
127000,2018-10-01
60000,2018-10-01
60000,2018-10-01
95000,2018-10-01
42000,2018-10-01
125000,2018-10-01
65000,2018-10-01
41000,2018-10-01
100000,2018-10-01
15000,2018-10-01
68000,2018-10-01
155000,2018-10-01
100000,2018-10-01
44334,2018-10-01
450000,2018-10-01
60000,2018-10-01
56000,2018-10-01
26000,2018-10-01
1429,2018-10-01
45000,2018-10-01
105000,2018-10-01
140000,2018-10-01
28000,2018-10-01
110000,2018-10-01
154000,2018-10-01
70000,2018-10-01
100000,2018-10-01
100008,2018-10-01
45000,2018-10-01
60000,2018-10-01
140000,2018-10-01
60767,2018-10-01
150000,2018-10-01
39450,2018-10-01
135000,2018-10-01
108000,2018-10-01
70000,2018-10-01
55000,2018-10-01
65000,2018-10-01
130000,2018-10-01
105000,2018-10-01
31000,2018-10-01
48000,2018-10-01
60000,2018-10-01
120000,2018-10-01
75000,2018-10-01
184000,2018-10-01
30000,2018-10-01
35000,2018-10-01
800000,2018-10-01
626000,2018-10-01
55500,2018-10-01
125000,2018-10-01
72000,2018-10-01
31200,2018-10-01
165000,2018-10-01
90000,2018-10-01
70000,2018-10-01
17500,2018-10-01
23000,2018-10-01
78280,2018-10-01
44400,2018-10-01
33300,2018-10-01
167000,2018-10-01
148000,2018-10-01
120000,2018-10-01
160000,2018-10-01
94000,2018-10-01
100000,2018-10-01
53768,2018-10-01
82000,2018-10-01
27600,2018-10-01
40000,2018-10-01
40000,2018-10-01
112850,2018-10-01
75000,2018-10-01
90000,2018-10-01
96000,2018-10-01
95000,2018-10-01
45000,2018-10-01
48000,2018-10-01
49000,2018-10-01
50000,2018-10-01
33000,2018-10-01
18000,2018-10-01
56000,2018-10-01
61000,2018-10-01
58500,2018-10-01
45000,2018-10-01
412000,2018-10-01
100000,2018-10-01
50000,2018-10-01
0,2018-10-01
50000,2018-10-01
50049,2018-10-01
346088,2018-10-01
127000,2018-10-01
142000,2018-10-01
109900,2018-10-01
68000,2018-10-01
72000,2018-10-01
50000,2018-10-01
75000,2018-10-01
52000,2018-10-01
96000,2018-10-01
128000,2018-10-01
120000,2018-10-01
90000,2018-10-01
88400,2018-10-01
22000,2018-10-01
32000,2018-10-01
70000,2018-10-01
55000,2018-10-01
72000,2018-10-01
46000,2018-10-01
10560,2018-10-01
59000,2018-10-01
134246,2018-10-01
40100,2018-10-01
55944,2018-10-01
200000,2018-10-01
30000,2018-10-01
35000,2018-10-01
27000,2018-10-01
53500,2018-10-01
130000,2018-10-01
85000,2018-10-01
140000,2018-10-01
120000,2018-10-01
85000,2018-10-01
154000,2018-10-01
62000,2018-10-01
65000,2018-10-01
80000,2018-10-01
110000,2018-10-01
44000,2018-10-01
130000,2018-10-01
150000,2018-10-01
108150,2018-10-01
40000,2018-10-01
84000,2018-10-01
85000,2018-10-01
65000,2018-10-01
114000,2018-10-01
11400,2018-10-01
73000,2018-10-01
40000,2018-10-01
32000,2018-10-01
238000,2018-10-01
85000,2018-10-01
110000,2018-10-01
32000,2018-10-01
89000,2018-10-01
80000,2018-10-01
38000,2018-10-01
90000,2018-10-01
15000,2018-10-01
68000,2018-10-01
48000,2018-10-01
29000,2018-10-01
255000,2018-10-01
92000,2018-10-01
102000,2018-10-01
220000,2018-10-01
175000,2018-10-01
24000,2018-10-01
80000,2018-10-01
39000,2018-10-01
51316,2018-10-01
204000,2018-10-01
38400,2018-10-01
40000,2018-10-01
145000,2018-10-01
85500,2018-10-01
24000,2018-10-01
197500,2018-10-01
40000,2018-10-01
132000,2018-10-01
24000,2018-10-01
35000,2018-10-01
52000,2018-10-01
30000,2018-10-01
68500,2018-10-01
105000,2018-10-01
65000,2018-10-01
92000,2018-10-01
100000,2018-10-01
40000,2018-10-01
106000,2018-10-01
150000,2018-10-01
134000,2018-10-01
30000,2018-10-01
32000,2018-10-01
40000,2018-10-01
75000,2018-10-01
73000,2018-10-01
95800,2018-10-01
38220,2018-10-01
26400,2018-10-01
68000,2018-10-01
36000,2018-10-01
32000,2018-10-01
60000,2018-10-01
52000,2018-10-01
33800,2018-10-01
40000,2018-10-01
100000,2018-10-01
85000,2018-10-01
30000,2018-10-01
60000,2018-10-01
87000,2018-10-01
65000,2018-10-01
70000,2018-10-01
28000,2018-10-01
68000,2018-10-01
93000,2018-10-01
11000,2018-10-01
33773,2018-10-01
45000,2018-10-01
49000,2018-10-01
50600,2018-10-01
0,2018-10-01
78000,2018-10-01
56000,2018-10-01
65500,2018-10-01
97000,2018-10-01
60000,2018-10-01
75000,2018-10-01
45000,2018-10-01
46000,2018-10-01
60000,2018-10-01
38000,2018-10-01
27444,2018-10-01
92000,2018-10-01
21000,2018-10-01
37000,2018-10-01
100000,2018-10-01
112616,2018-10-01
38000,2018-10-01
40000,2018-10-01
25000,2018-10-01
125000,2018-10-01
42600,2018-10-01
90000,2018-10-01
35000,2018-10-01
85000,2018-10-01
39000,2018-10-01
105000,2018-10-01
156880,2018-10-01
150000,2018-10-01
120000,2018-10-01
56000,2018-10-01
45000,2018-10-01
60000,2018-10-01
106000,2018-10-01
40000,2018-10-01
50000,2018-10-01
112000,2018-10-01
96000,2018-10-01
55000,2018-10-01
75000,2018-10-01
55380,2018-10-01
65000,2018-10-01
27000,2018-10-01
121000,2018-10-01
110000,2018-10-01
67000,2018-10-01
92000,2018-10-01
40000,2018-10-01
120000,2018-10-01
110000,2018-10-01
170000,2018-10-01
38500,2018-10-01
150000,2018-10-01
47500,2018-10-01
85000,2018-10-01
70000,2018-10-01
70000,2018-10-01
60000,2018-10-01
23875,2018-10-01
21000,2018-10-01
58000,2018-10-01
120000,2018-10-01
13536,2018-10-01
60000,2018-10-01
49000,2018-10-01
90000,2018-10-01
16200,2018-10-01
49000,2018-10-01
80000,2018-10-01
30000,2018-10-01
20000,2018-10-01
50000,2018-10-01
62000,2018-10-01
30720,2018-10-01
100000,2018-10-01
95000,2018-10-01
240000,2018-10-01
49164,2018-10-01
61000,2018-10-01
60000,2018-10-01
70000,2018-10-01
74686,2018-10-01
75000,2018-10-01
85000,2018-10-01
120000,2018-10-01
90000,2018-10-01
140000,2018-10-01
38000,2018-10-01
52000,2018-10-01
103000,2018-10-01
93000,2018-10-01
50000,2018-10-01
60000,2018-10-01
60000,2018-10-01
40000,2018-10-01
222500,2018-10-01
90000,2018-10-01
135000,2018-10-01
55000,2018-10-01
58193,2018-10-01
80000,2018-10-01
160000,2018-10-01
29520,2018-10-01
106000,2018-10-01
147900,2018-10-01
36000,2018-10-01
37000,2018-10-01
85000,2018-10-01
65000,2018-10-01
102000,2018-10-01
42000,2018-10-01
55000,2018-10-01
120000,2018-10-01
75000,2018-10-01
46000,2018-10-01
80000,2018-10-01
160000,2018-10-01
500000,2018-10-01
105000,2018-10-01
85000,2018-10-01
770,2018-10-01
77865.36,2018-10-01
32000,2018-10-01
45000,2018-10-01
36133,2018-10-01
150000,2018-10-01
65000,2018-10-01
105000,2018-10-01
35000,2018-10-01
29000,2018-10-01
55580,2018-10-01
150000,2018-10-01
60320,2018-10-01
29000,2018-10-01
115000,2018-10-01
156000,2018-10-01
43000,2018-10-01
48000,2018-10-01
60000,2018-10-01
65000,2018-10-01
47000,2018-10-01
118000,2018-10-01
24600,2018-10-01
40000,2018-10-01
84000,2018-10-01
55000,2018-10-01
85000,2018-10-01
32000,2018-10-01
109000,2018-10-01
96000,2018-10-01
57000,2018-10-01
29000,2018-10-01
51000,2018-10-01
29000,2018-10-01
64300,2018-10-01
180000,2018-10-01
41000,2018-10-01
161000,2018-10-01
43000,2018-10-01
24000,2018-10-01
79000,2018-10-01
65000,2018-10-01
72000,2018-10-01
50832,2018-10-01
110000,2018-10-01
40000,2018-10-01
24443,2018-10-01
45000,2018-10-01
160000,2018-10-01
75000,2018-10-01
141000,2018-10-01
30000,2018-10-01
41500,2018-10-01
52204,2018-10-01
35000,2018-10-01
66000,2018-10-01
75000,2018-10-01
117000,2018-10-01
150000,2018-10-01
35000,2018-10-01
91000,2018-10-01
108972,2018-10-01
40000,2018-10-01
37000,2018-10-01
58000,2018-10-01
53412,2018-10-01
74000,2018-10-01
73820,2018-10-01
38000,2018-10-01
120000,2018-10-01
85000,2018-10-01
82000,2018-10-01
70000,2018-10-01
42000,2018-10-01
108000,2018-10-01
55000,2018-10-01
70000,2018-10-01
68000,2018-10-01
160000,2018-10-01
40000,2018-10-01
115000,2018-10-01
213000,2018-10-01
268871,2018-10-01
40000,2018-10-01
39000,2018-10-01
64249,2018-10-01
47500,2018-10-01
74000,2018-10-01
36000,2018-10-01
72000,2018-10-01
10500,2018-10-01
100000,2018-10-01
37392,2018-10-01
155000,2018-10-01
26000,2018-10-01
90000,2018-10-01
52000,2018-10-01
86000,2018-10-01
95000,2018-10-01
23000,2018-10-01
46000,2018-10-01
15000,2018-10-01
42000,2018-10-01
65000,2018-10-01
44000,2018-10-01
80000,2018-10-01
130000,2018-10-01
102000,2018-10-01
82000,2018-10-01
70000,2018-10-01
40000,2018-10-01
146000,2018-10-01
42000,2018-10-01
64782,2018-10-01
36000,2018-10-01
150000,2018-10-01
27000,2018-10-01
101000,2018-10-01
74000,2018-10-01
92000,2018-10-01
55000,2018-10-01
19200,2018-10-01
50000,2018-10-01
110000,2018-10-01
162000,2018-10-01
78000,2018-10-01
47000,2018-10-01
70500,2018-10-01
75000,2018-10-01
175000,2018-10-01
23630,2018-10-01
145000,2018-10-01
82000,2018-10-01
100000,2018-10-01
50500,2018-10-01
206000,2018-10-01
32000,2018-10-01
168000,2018-10-01
102000,2018-10-01
110000,2018-10-01
63000,2018-10-01
65000,2018-10-01
20000,2018-10-01
65000,2018-10-01
75000,2018-10-01
26000,2018-10-01
47000,2018-10-01
35376,2018-10-01
48000,2018-10-01
266000,2018-10-01
28000,2018-10-01
21500,2018-10-01
46800,2018-10-01
65000,2018-10-01
55000,2018-10-01
65000,2018-10-01
119463,2018-10-01
66000,2018-10-01
78000,2018-10-01
75000,2018-10-01
56000,2018-10-01
110000,2018-10-01
69000,2018-10-01
90000,2018-10-01
39000,2018-10-01
30000,2018-10-01
110000,2018-10-01
85000,2018-10-01
30000,2018-10-01
32000,2018-10-01
50000,2018-10-01
58000,2018-10-01
73500,2018-10-01
9000,2018-10-01
75000,2018-10-01
255000,2018-10-01
53389,2018-10-01
91000,2018-10-01
72000,2018-10-01
64000,2018-10-01
52000,2018-10-01
60000,2018-10-01
94000,2018-10-01
200000,2018-10-01
84000,2018-10-01
79000,2018-10-01
25000,2018-10-01
56000,2018-10-01
80000,2018-10-01
65312,2018-10-01
45000,2018-10-01
150000,2018-10-01
92000,2018-10-01
42300,2018-10-01
23000,2018-10-01
25000,2018-10-01
80000,2018-10-01
116000,2018-10-01
24000,2018-10-01
60000,2018-10-01
40000,2018-10-01
49000,2018-10-01
58000,2018-10-01
67500,2018-10-01
59000,2018-10-01
65140,2018-10-01
73000,2018-10-01
120000,2018-10-01
80000,2018-10-01
79000,2018-10-01
190000,2018-10-01
60000,2018-10-01
120000,2018-10-01
30000,2018-10-01
70000,2018-10-01
53500,2018-10-01
69950,2018-10-01
125000,2018-10-01
46000,2018-10-01
38000,2018-10-01
71000,2018-10-01
45000,2018-10-01
62000,2018-10-01
40000,2018-10-01
75504,2018-10-01
18000,2018-10-01
81600,2018-10-01
68000,2018-10-01
30000,2018-10-01
38000,2018-10-01
129996,2018-10-01
160000,2018-10-01
22400,2018-10-01
30487,2018-10-01
120000,2018-10-01
100000,2018-10-01
60000,2018-10-01
184000,2018-10-01
113000,2018-10-01
51500,2018-10-01
21600,2018-10-01
135000,2018-10-01
70000,2018-10-01
31848,2018-10-01
80000,2018-10-01
93600,2018-10-01
114000,2018-10-01
11748,2018-10-01
108000,2018-10-01
30000,2018-10-01
89000,2018-10-01
25000,2018-10-01
56000,2018-10-01
41000,2018-10-01
100000,2018-10-01
26976,2018-10-01
64000,2018-10-01
104000,2018-10-01
0,2018-10-01
48000,2018-10-01
55000,2018-10-01
265000,2018-10-01
49000,2018-10-01
106000,2018-10-01
22000,2018-10-01
52500,2018-10-01
67000,2018-10-01
40202.64,2018-10-01
98750,2018-10-01
90000,2018-10-01
164000,2018-10-01
50000,2018-10-01
42000,2018-10-01
17800,2018-10-01
61000,2018-10-01
120000,2018-10-01
96000,2018-10-01
30000,2018-10-01
62000,2018-10-01
36000,2018-10-01
48840,2018-10-01
97500,2018-10-01
130000,2018-10-01
75000,2018-10-01
100000,2018-10-01
53000,2018-10-01
125000,2018-10-01
35000,2018-10-01
86000,2018-10-01
53000,2018-10-01
50000,2018-10-01
50000,2018-10-01
96000,2018-10-01
180000,2018-10-01
124845,2018-10-01
75000,2018-10-01
41000,2018-10-01
32000,2018-10-01
121000,2018-10-01
100000,2018-10-01
77000,2018-10-01
35000,2018-10-01
38000,2018-10-01
46000,2018-10-01
68732,2018-10-01
40000,2018-10-01
62500,2018-10-01
55000,2018-10-01
33000,2018-10-01
45000,2018-10-01
26000,2018-10-01
52000,2018-10-01
50000,2018-10-01
52000,2018-10-01
120000,2018-10-01
45000,2018-10-01
140000,2018-10-01
87400,2018-10-01
32000,2018-10-01
65742,2018-10-01
28800,2018-10-01
72000,2018-10-01
60000,2018-10-01
44000,2018-10-01
45000,2018-10-01
35000,2018-10-01
31200,2018-10-01
45000,2018-10-01
15000,2018-10-01
207500,2018-10-01
110000,2018-10-01
65000,2018-10-01
41148,2018-10-01
45000,2018-10-01
53922,2018-10-01
168000,2018-10-01
145000,2018-10-01
29000,2018-10-01
80000,2018-10-01
20100,2018-10-01
33500,2018-10-01
70000,2018-10-01
50000,2018-10-01
131996,2018-10-01
110000,2018-10-01
58000,2018-10-01
65000,2018-10-01
350000,2018-10-01
45000,2018-10-01
25000,2018-10-01
120000,2018-10-01
50398,2018-10-01
80200,2018-10-01
67000,2018-10-01
80000,2018-10-01
8000,2018-10-01
23000,2018-10-01
150000,2018-10-01
65000,2018-10-01
85000,2018-10-01
90000,2018-10-01
18000,2018-10-01
42000,2018-10-01
52000,2018-10-01
130000,2018-10-01
25000,2018-10-01
55000,2018-10-01
160000,2018-10-01
70000,2018-10-01
90000,2018-10-01
47000,2018-10-01
38000,2018-10-01
40000,2018-10-01
88000,2018-10-01
74000,2018-10-01
110000,2018-10-01
52800,2018-10-01
130000,2018-10-01
72000,2018-10-01
100000,2018-10-01
800,2018-10-01
70000,2018-10-01
100000,2018-10-01
240000,2018-10-01
29000,2018-10-01
27600,2018-10-01
70000,2018-10-01
60000,2018-10-01
93000,2018-10-01
70000,2018-10-01
150000,2018-10-01
21000,2018-10-01
210000,2018-10-01
75000,2018-10-01
65000,2018-10-01
40000,2018-10-01
15000,2018-10-01
116500,2018-10-01
40000,2018-10-01
92000,2018-10-01
58000,2018-10-01
92000,2018-10-01
38000,2018-10-01
45000,2018-10-01
40000,2018-10-01
85000,2018-10-01
70000,2018-10-01
50000,2018-10-01
50000,2018-10-01
52000,2018-10-01
94000,2018-10-01
23000,2018-10-01
25000,2018-10-01
36000,2018-10-01
140000,2018-10-01
80000,2018-10-01
154000,2018-10-01
80000,2018-10-01
180000,2018-10-01
26000,2018-10-01
70000,2018-10-01
57000,2018-10-01
80000,2018-10-01
350000,2018-10-01
60000,2018-10-01
64000,2018-10-01
58000,2018-10-01
1000,2018-10-01
25000,2018-10-01
83000,2018-10-01
55000,2018-10-01
320000,2018-10-01
80000,2018-10-01
135000,2018-10-01
40000,2018-10-01
70000,2018-10-01
100000,2018-10-01
24000,2018-10-01
110000,2018-10-01
52800,2018-10-01
51500,2018-10-01
116000,2018-10-01
77608,2018-10-01
108000,2018-10-01
33000,2018-10-01
88500,2018-10-01
40000,2018-10-01
89600,2018-10-01
82224,2018-10-01
99000,2018-10-01
40000,2018-10-01
126000,2018-10-01
55200,2018-10-01
60000,2018-10-01
95000,2018-10-01
52000,2018-10-01
54600,2018-10-01
73800,2018-10-01
54000,2018-10-01
23172,2018-10-01
150000,2018-10-01
56000,2018-10-01
34000,2018-10-01
174000,2018-10-01
41932.8,2018-10-01
44000,2018-10-01
68973,2018-10-01
70000,2018-10-01
60000,2018-10-01
80000,2018-10-01
72800,2018-10-01
39000,2018-10-01
31000,2018-10-01
52500,2018-10-01
92000,2018-10-01
70000,2018-10-01
69000,2018-10-01
42000,2018-10-01
51000,2018-10-01
71436,2018-10-01
83000,2018-10-01
55000,2018-10-01
35000,2018-10-01
107592,2018-10-01
95000,2018-10-01
14500,2018-10-01
70000,2018-10-01
56000,2018-10-01
80000,2018-10-01
48000,2018-10-01
75000,2018-10-01
12000,2018-10-01
46000,2018-10-01
91000,2018-10-01
87500,2018-10-01
80000,2018-10-01
84000,2018-10-01
145000,2018-10-01
100000,2018-10-01
353000,2018-10-01
35000,2018-10-01
59800,2018-10-01
75000,2018-10-01
45700,2018-10-01
39000,2018-10-01
80000,2018-10-01
42700,2018-10-01
25000,2018-10-01
90000,2018-10-01
91000,2018-10-01
69000,2018-10-01
120832,2018-10-01
68000,2018-10-01
42600,2018-10-01
45000,2018-10-01
195600,2018-10-01
32000,2018-10-01
70000,2018-10-01
60000,2018-10-01
72000,2018-10-01
45000,2018-10-01
75000,2018-10-01
125000,2018-10-01
50000,2018-10-01
45000,2018-10-01
70000,2018-10-01
42500,2018-10-01
30000,2018-10-01
73800,2018-10-01
40000,2018-10-01
65000,2018-10-01
159000,2018-10-01
41000,2018-10-01
47900,2018-10-01
48000,2018-10-01
102000,2018-10-01
175000,2018-10-01
98000,2018-10-01
90000,2018-10-01
70000,2018-10-01
91000,2018-10-01
80000,2018-10-01
40000,2018-10-01
40000,2018-10-01
39000,2018-10-01
70000,2018-10-01
118000,2018-10-01
70000,2018-10-01
65000,2018-10-01
0,2018-10-01
85000,2018-10-01
70000,2018-10-01
91000,2018-10-01
51000,2018-10-01
69493,2018-10-01
50000,2018-10-01
95000,2018-10-01
700000,2018-10-01
28000,2018-10-01
78000,2018-10-01
55000,2018-10-01
55000,2018-10-01
55900,2018-10-01
34000,2018-10-01
62000,2018-10-01
55000,2018-10-01
24000,2018-10-01
89000,2018-10-01
80000,2018-10-01
100000,2018-10-01
110000,2018-10-01
100817,2018-10-01
40000,2018-10-01
30000,2018-10-01
55000,2018-10-01
55000,2018-10-01
37000,2018-10-01
200000,2018-10-01
100000,2018-10-01
250000,2018-10-01
40000,2018-10-01
48000,2018-10-01
202000,2018-10-01
48672,2018-10-01
47500,2018-10-01
70000,2018-10-01
125000,2018-10-01
63000,2018-10-01
85000,2018-10-01
80000,2018-10-01
52000,2018-10-01
50000,2018-10-01
117250,2018-10-01
106000,2018-10-01
47000,2018-10-01
56000,2018-10-01
100000,2018-10-01
58000,2018-10-01
103000,2018-10-01
37000,2018-10-01
27194,2018-10-01
52000,2018-10-01
21000,2018-10-01
510000,2018-10-01
42500,2018-10-01
37000,2018-10-01
105858,2018-10-01
50000,2018-10-01
52000,2018-10-01
220000,2018-10-01
40000,2018-10-01
62222,2018-10-01
48000,2018-10-01
70000,2018-10-01
148000,2018-10-01
93000,2018-10-01
35000,2018-10-01
34500,2018-10-01
120000,2018-10-01
38000,2018-10-01
50000,2018-10-01
6200,2018-10-01
79000,2018-10-01
320000,2018-10-01
85000,2018-10-01
225000,2018-10-01
70000,2018-10-01
26000,2018-10-01
68000,2018-10-01
38000,2018-10-01
75000,2018-10-01
81500,2018-10-01
38000,2018-10-01
145000,2018-10-01
76000,2018-10-01
42000,2018-10-01
89746,2018-10-01
60000,2018-10-01
131000,2018-10-01
41600,2018-10-01
70000,2018-10-01
58000,2018-10-01
36000,2018-10-01
150000,2018-10-01
73580,2018-10-01
52000,2018-10-01
48000,2018-10-01
68000,2018-10-01
32000,2018-10-01
130000,2018-10-01
47300,2018-10-01
120000,2018-10-01
56000,2018-10-01
69489,2018-10-01
50000,2018-10-01
78000,2018-10-01
50000,2018-10-01
87000,2018-10-01
36624,2018-10-01
200000,2018-10-01
46000,2018-10-01
101000,2018-10-01
27000,2018-10-01
82000,2018-10-01
48000,2018-10-01
70000,2018-10-01
36000,2018-10-01
43000,2018-10-01
41000,2018-10-01
31500,2018-10-01
115000,2018-10-01
55000,2018-10-01
275000,2018-10-01
43952,2018-10-01
30000,2018-10-01
38904,2018-10-01
28000,2018-10-01
40000,2018-10-01
12000,2018-10-01
95000,2018-10-01
96129,2018-10-01
75000,2018-10-01
82790,2018-10-01
52000,2018-10-01
78000,2018-10-01
35000,2018-10-01
47000,2018-10-01
500000,2018-10-01
138104,2018-10-01
45000,2018-10-01
35000,2018-10-01
125000,2018-10-01
120000,2018-10-01
90000,2018-10-01
95000,2018-10-01
28080,2018-10-01
77363,2018-10-01
60500,2018-10-01
110000,2018-10-01
77000,2018-10-01
260000,2018-10-01
25000,2018-10-01
54600,2018-10-01
240000,2018-10-01
138000,2018-10-01
48000,2018-10-01
36000,2018-10-01
77000,2018-10-01
115000,2018-10-01
74546,2018-10-01
93000,2018-10-01
91000,2018-10-01
272000,2018-10-01
45000,2018-10-01
18000,2018-10-01
80599,2018-10-01
72000,2018-10-01
50000,2018-10-01
50000,2018-10-01
32000,2018-10-01
494000,2018-10-01
36000,2018-10-01
67500,2018-10-01
